id,Time,Address,Street 1,Street 2,Street 3,Impact type,Environment,Light,Traffic control,Severity,Number of vehicles,Number of injured persons,Number of pedestrians
030017238,2003-01-23 00:00:00,"BRONSON AVE at SOMERSET ST, Ottawa, ON, Canada",BRONSON AVE,SOMERSET ST,,,,,,,,,
030002701,2003-01-04 00:00:00,"PRESTON ST at SPRUCE ST, Ottawa, ON, Canada",PRESTON ST,SPRUCE ST,,,,,,,,,
020283514,2002-12-21 00:00:00,"BANK ST at QUEEN ST, Ottawa, ON, Canada",BANK ST,QUEEN ST,,,,,,,,,
020281062,2002-12-18 00:00:00,"CAMERON AVE at SENECA ST, Ottawa, ON, Canada",CAMERON AVE,SENECA ST,,,,,,,,,
020276903,2002-12-10 00:00:00,"BOOTH ST at SOMERSET ST, Ottawa, ON, Canada",BOOTH ST,SOMERSET ST,,,,,,,,,
020274295,2002-12-09 00:00:00,"BANK ST at RIVERSIDE DR N, Ottawa, ON, Canada",BANK ST,RIVERSIDE DR N,RIVERSIDE DR S,,,,,,,,
020269432,2002-12-03 00:00:00,"COBOURG ST at ST. PATRICK ST, Ottawa, ON, Canada",COBOURG ST,ST. PATRICK ST,,,,,,,,,
020266743,2002-11-29 00:00:00,"KING EDWARD AVE at RIDEAU ST, Ottawa, ON, Canada",KING EDWARD AVE,RIDEAU ST,,,,,,,,,
020263360,2002-11-25 00:00:00,"ALBERT ST at METCALFE ST, Ottawa, ON, Canada",ALBERT ST,METCALFE ST,O'CONNOR ST,,,,,,,,
020255867,2002-11-15 00:00:00,"LAURIER AVE at NICHOLAS ST, Ottawa, ON, Canada",LAURIER AVE,NICHOLAS ST,,,,,,,,,
020255872,2002-11-15 00:00:00,"BELCOURT BLVD at JEANNE D'ARC BLVD, Ottawa, ON, Canada",BELCOURT BLVD,JEANNE D'ARC BLVD,,,,,,,,,
020254621,2002-11-14 00:00:00,"BRITTANY DR at BANGS ST, Ottawa, ON, Canada",BRITTANY DR,BANGS ST,TRURO ST,,,,,,,,
020250255,2002-11-08 00:00:00,"BESSERER ST at CHARLOTTE ST, Ottawa, ON, Canada",BESSERER ST,CHARLOTTE ST,,,,,,,,,
020250323,2002-11-08 00:00:00,"BANK ST at FLORENCE ST, Ottawa, ON, Canada",BANK ST,FLORENCE ST,,,,,,,,,
020246749,2002-11-04 00:00:00,"BAY ST at WELLINGTON ST, Ottawa, ON, Canada",BAY ST,WELLINGTON ST,,,,,,,,,
020246507,2002-11-03 00:00:00,"ALTA VISTA DR at KILBORN AVE, Ottawa, ON, Canada",ALTA VISTA DR,KILBORN AVE,,,,,,,,,
020244260,2002-11-01 00:00:00,"CARLING AVE at BAYFIELD AVE, Ottawa, ON, Canada",CARLING AVE,BAYFIELD AVE,BURKE RD,,,,,,,,
020242949,2002-10-30 00:00:00,"LISGAR ST at O'CONNOR ST, Ottawa, ON, Canada",LISGAR ST,O'CONNOR ST,,,,,,,,,
020241835,2002-10-29 00:00:00,"ELGIN ST at ISABELLA ST, Ottawa, ON, Canada",ELGIN ST,ISABELLA ST,,,,,,,,,
020241843,2002-10-29 00:00:00,"SUSSEX DR at YORK ST, Ottawa, ON, Canada",SUSSEX DR,YORK ST,,,,,,,,,
020242317,2002-10-29 00:00:00,"GLADSTONE AVE at PERCY ST, Ottawa, ON, Canada",GLADSTONE AVE,PERCY ST,,,,,,,,,
020239855,2002-10-26 00:00:00,"BANK ST at AYLMER AVE, Ottawa, ON, Canada",BANK ST,AYLMER AVE,EUCLID AVE,,,,,,,,
020238667,2002-10-25 00:00:00,"KING EDWARD AVE at LAURIER AVE, Ottawa, ON, Canada",KING EDWARD AVE,LAURIER AVE,OSGOODE ST,,,,,,,,
020239031,2002-10-25 00:00:00,"SLATER ST at ELGIN ST, Ottawa, ON, Canada",SLATER ST,ELGIN ST,METCALFE ST,,,,,,,,
020238076,2002-10-24 00:00:00,"AVIATION PKWY at OGILVIE RD, Ottawa, ON, Canada",AVIATION PKWY,OGILVIE RD,,,,,,,,,
020236181,2002-10-22 00:00:00,"BASELINE RD at NAVAHO DR, Ottawa, ON, Canada",BASELINE RD,NAVAHO DR,SHOPPERS CITY WEST SC,,,,,,,,
020232147,2002-10-18 00:00:00,"CAMPEAU DR at KANATA AVE, Ottawa, ON, Canada",CAMPEAU DR,KANATA AVE,,,,,,,,,
020232337,2002-10-18 00:00:00,"KING EDWARD AVE at LAURIER AVE, Ottawa, ON, Canada",KING EDWARD AVE,LAURIER AVE,OSGOODE ST,,,,,,,,
020232497,2002-10-18 00:00:00,"PLEASANT PARK RD at ST. LAURENT BLVD, Ottawa, ON, Canada",PLEASANT PARK RD,ST. LAURENT BLVD,,,,,,,,,
020232539,2002-10-18 00:00:00,"HWY 417 WOODROFF IC127R6 at WOODROFFE AVE, Ottawa, ON, Canada",HWY 417 WOODROFF IC127R6,WOODROFFE AVE,,,,,,,,,
020231827,2002-10-17 00:00:00,"ELGIN ST at ISABELLA ST, Ottawa, ON, Canada",ELGIN ST,ISABELLA ST,,,,,,,,,
020230852,2002-10-16 00:00:00,"BEECHWOOD AVE at MARIER AVE, Ottawa, ON, Canada",BEECHWOOD AVE,MARIER AVE,,,,,,,,,
020229959,2002-10-15 00:00:00,"EASTWOOD PL at MCARTHUR AVE, Ottawa, ON, Canada",EASTWOOD PL,MCARTHUR AVE,,,,,,,,,
020227903,2002-10-12 00:00:00,"CARP RD at DONALD B. MUNRO DR, Ottawa, ON, Canada",CARP RD,DONALD B. MUNRO DR,FALLDOWN LANE,,,,,,,,
020228108,2002-10-12 00:00:00,"ST. PATRICK ST WB at KING EDWARD AVE, Ottawa, ON, Canada",ST. PATRICK ST WB,KING EDWARD AVE,MURRAY ST N,,,,,,,,
020269626,2002-10-11 00:00:00,"CARLING AVE EB at MAITLAND AVE, Ottawa, ON, Canada",CARLING AVE EB,MAITLAND AVE,REX AVE,,,,,,,,
020226419,2002-10-10 00:00:00,"CLYDE AVE at MERIVALE RD, Ottawa, ON, Canada",CLYDE AVE,MERIVALE RD,,,,,,,,,
020226424,2002-10-10 00:00:00,"RIDEAU ST at ELGIN ST E, Ottawa, ON, Canada",RIDEAU ST,ELGIN ST E,MACKENZIE AVE,,,,,,,,
020224378,2002-10-08 00:00:00,"JEANNE D'ARC BLVD at ORLEANS BLVD N, Ottawa, ON, Canada",JEANNE D'ARC BLVD,ORLEANS BLVD N,,,,,,,,,
020221973,2002-10-05 00:00:00,"LAJOIE ST at MONTREAL RD, Ottawa, ON, Canada",LAJOIE ST,MONTREAL RD,,,,,,,,,
020221177,2002-10-04 00:00:00,"LAMBERT DR at CRAMER DR, Ottawa, ON, Canada",LAMBERT DR,CRAMER DR,KEPPLER CRES,,,,,,,,
020220710,2002-10-03 00:00:00,"RIVERSIDE DR at WALKLEY RD, Ottawa, ON, Canada",RIVERSIDE DR,WALKLEY RD,,,,,,,,,
020219147,2002-10-01 00:00:00,"OTTAWA RIVER PKWY at PORTAGE BRIDGE, Ottawa, ON, Canada",OTTAWA RIVER PKWY,PORTAGE BRIDGE,,,,,,,,,
020219163,2002-10-01 00:00:00,"BANK ST at SLATER ST, Ottawa, ON, Canada",BANK ST,SLATER ST,,,,,,,,,
020217566,2002-09-29 00:00:00,"SMYTH RD at BOTSFORD ST, Ottawa, ON, Canada",SMYTH RD,BOTSFORD ST,ROGER GUINDON AVE,,,,,,,,
020217640,2002-09-29 00:00:00,"BANK ST at GLEN AVE, Ottawa, ON, Canada",BANK ST,GLEN AVE,GROVE AVE,,,,,,,,
020217438,2002-09-28 00:00:00,"LANGHOLM CRES at ST. REMY DR N, Ottawa, ON, Canada",LANGHOLM CRES,ST. REMY DR N,ST. REMY DR S,,,,,,,,
020216031,2002-09-27 00:00:00,"PRINCE OF WALES DR at FISHER AVE, Ottawa, ON, Canada",PRINCE OF WALES DR,FISHER AVE,NO NAME,,,,,,,,
020215187,2002-09-26 00:00:00,"KING EDWARD AVE at LAURIER AVE, Ottawa, ON, Canada",KING EDWARD AVE,LAURIER AVE,,,,,,,,,
020214071,2002-09-25 00:00:00,"MCARTHUR AVE at ST. LAURENT BLVD, Ottawa, ON, Canada",MCARTHUR AVE,ST. LAURENT BLVD,,,,,,,,,
020214173,2002-09-25 00:00:00,"MONTREAL RD at NORTH RIVER RD, Ottawa, ON, Canada",MONTREAL RD,NORTH RIVER RD,,,,,,,,,
020213377,2002-09-24 00:00:00,"PRESTON ST at WELLINGTON ST, Ottawa, ON, Canada",PRESTON ST,WELLINGTON ST,,,,,,,,,
020212256,2002-09-23 00:00:00,"LYON ST at GLOUCESTER ST, Ottawa, ON, Canada",LYON ST,GLOUCESTER ST,LAURIER AVE,,,,,,,,
020212295,2002-09-23 00:00:00,"ALBERT ST at BRICKHILL ST, Ottawa, ON, Canada",ALBERT ST,BRICKHILL ST,,,,,,,,,
020212518,2002-09-20 00:00:00,"BRONSON AVE at SUNNYSIDE AVE, Ottawa, ON, Canada",BRONSON AVE,SUNNYSIDE AVE,,,,,,,,,
020208871,2002-09-19 00:00:00,"CONROY RD at ST. LAURENT BLVD, Ottawa, ON, Canada",CONROY RD,ST. LAURENT BLVD,THURSTON DR,,,,,,,,
020209233,2002-09-19 00:00:00,"HAWTHORNE AVE at QUEEN ELIZABETH DRWY, Ottawa, ON, Canada",HAWTHORNE AVE,QUEEN ELIZABETH DRWY,,,,,,,,,
020208296,2002-09-18 00:00:00,"GLADSTONE AVE at ROCHESTER ST, Ottawa, ON, Canada",GLADSTONE AVE,ROCHESTER ST,,,,,,,,,
020207643,2002-09-17 00:00:00,"CORKERY RD at MANION RD, Ottawa, ON, Canada",CORKERY RD,MANION RD,MARCH RD,,,,,,,,
020207743,2002-09-17 00:00:00,"CONROY RD at JOHNSTON RD, Ottawa, ON, Canada",CONROY RD,JOHNSTON RD,,,,,,,,,
020207756,2002-09-17 00:00:00,"AVIATION PKWY at MONTREAL RD, Ottawa, ON, Canada",AVIATION PKWY,MONTREAL RD,,,,,,,,,
020206347,2002-09-16 00:00:00,"HEMLOCK RD at WHITEMARL DR, Ottawa, ON, Canada",HEMLOCK RD,WHITEMARL DR,,,,,,,,,
020206373,2002-09-16 00:00:00,"BYRON AVE at HILSON AVE, Ottawa, ON, Canada",BYRON AVE,HILSON AVE,,,,,,,,,
020206100,2002-09-15 00:00:00,"BATEMAN DR at GREENBANK RD, Ottawa, ON, Canada",BATEMAN DR,GREENBANK RD,,,,,,,,,
020204898,2002-09-14 00:00:00,"BANK ST at CHESLEY ST, Ottawa, ON, Canada",BANK ST,CHESLEY ST,RIVERDALE AVE,,,,,,,,
020205085,2002-09-14 00:00:00,"BELCOURT BLVD at JEANNE D'ARC BLVD, Ottawa, ON, Canada",BELCOURT BLVD,JEANNE D'ARC BLVD,,,,,,,,,
020205392,2002-09-14 00:00:00,"WOODROFFE AVE at KNOXDALE RD, Ottawa, ON, Canada",WOODROFFE AVE,KNOXDALE RD,NORICE ST,,,,,,,,
020204124,2002-09-13 00:00:00,"BANK ST at FRANK ST, Ottawa, ON, Canada",BANK ST,FRANK ST,GLADSTONE AVE,,,,,,,,
020203011,2002-09-12 00:00:00,"KING EDWARD AVE at ST. PATRICK ST, Ottawa, ON, Canada",KING EDWARD AVE,ST. PATRICK ST,,,,,,,,,
020203437,2002-09-12 00:00:00,"RIVERSIDE DR at RIVERSIDE DR RAMP 42A, Ottawa, ON, Canada",RIVERSIDE DR,RIVERSIDE DR RAMP 42A,,,,,,,,,
020202611,2002-09-11 00:00:00,"METCALFE ST at SLATER ST, Ottawa, ON, Canada",METCALFE ST,SLATER ST,,,,,,,,,
020200958,2002-09-09 00:00:00,"PRESTWICK DR at DES PRAIRIES AVE N, Ottawa, ON, Canada",PRESTWICK DR,DES PRAIRIES AVE N,LAMOUREUX DR,,,,,,,,
020199973,2002-09-08 00:00:00,"MCARTHUR AVE at MAYFIELD ST, Ottawa, ON, Canada",MCARTHUR AVE,MAYFIELD ST,VANIER PKWY,,,,,,,,
020199386,2002-09-07 00:00:00,"X-EARL GREY DR at X-KANATA AVE, Ottawa, ON, Canada",X-EARL GREY DR,X-KANATA AVE,X-ROLAND MICHENER DR,,,,,,,,
020198259,2002-09-06 00:00:00,"CHURCHILL AVE at WILMONT AVE, Ottawa, ON, Canada",CHURCHILL AVE,WILMONT AVE,,,,,,,,,
020197493,2002-09-05 00:00:00,"RIDEAU ST at CHARLOTTE ST, Ottawa, ON, Canada",RIDEAU ST,CHARLOTTE ST,WURTEMBURG ST,,,,,,,,
020198348,2002-09-05 00:00:00,"ELGIN ST at FRANK ST, Ottawa, ON, Canada",ELGIN ST,FRANK ST,,,,,,,,,
020196073,2002-09-04 00:00:00,"ISLAND PARK DR at SCOTT ST, Ottawa, ON, Canada",ISLAND PARK DR,SCOTT ST,,,,,,,,,
020196574,2002-09-04 00:00:00,"MEADOWLANDS DR at GRANT CARMAN DR, Ottawa, ON, Canada",MEADOWLANDS DR,GRANT CARMAN DR,MERIVALE RD,,,,,,,,
020195385,2002-09-03 00:00:00,"GLADSTONE AVE at PRESTON ST, Ottawa, ON, Canada",GLADSTONE AVE,PRESTON ST,,,,,,,,,
020194180,2002-09-01 00:00:00,"BEECHWOOD AVE at CRICHTON ST, Ottawa, ON, Canada",BEECHWOOD AVE,CRICHTON ST,,,,,,,,,
020191402,2002-08-29 00:00:00,"KING EDWARD AVE at MURRAY ST, Ottawa, ON, Canada",KING EDWARD AVE,MURRAY ST,,,,,,,,,
020191758,2002-08-29 00:00:00,"FALK AVE at FOXFIELD DR, Ottawa, ON, Canada",FALK AVE,FOXFIELD DR,,,,,,,,,
020191015,2002-08-28 00:00:00,"VICTORIA ST at 9TH LINE RD, Ottawa, ON, Canada",VICTORIA ST,9TH LINE RD,YORKS CORNERS RD,,,,,,,,
020189666,2002-08-27 00:00:00,"BROOKFIELD RD at RIVERSIDE DR, Ottawa, ON, Canada",BROOKFIELD RD,RIVERSIDE DR,,,,,,,,,
020190035,2002-08-27 00:00:00,"ELGIN ST at FRANK ST, Ottawa, ON, Canada",ELGIN ST,FRANK ST,,,,,,,,,
020190043,2002-08-27 00:00:00,"MONTREAL RD at BETHAMY LANE, Ottawa, ON, Canada",MONTREAL RD,BETHAMY LANE,OGILVIE RD,,,,,,,,
020190131,2002-08-27 00:00:00,"BANK ST at OSSINGTON AVE, Ottawa, ON, Canada",BANK ST,OSSINGTON AVE,,,,,,,,,
020189479,2002-08-26 00:00:00,"BANK ST at BILLINGS TRANSIT, Ottawa, ON, Canada",BANK ST,BILLINGS TRANSIT,RIVERSIDE DR,,,,,,,,
020188579,2002-08-25 00:00:00,"BRONSON AVE at HERON RD RAMP 34, Ottawa, ON, Canada",BRONSON AVE,HERON RD RAMP 34,,,,,,,,,
020187633,2002-08-24 00:00:00,"X-RIVER RD at X-EARL ARMSTRONG RD, Ottawa, ON, Canada",X-RIVER RD,X-EARL ARMSTRONG RD,X-SHORELINE DR,,,,,,,,
020186546,2002-08-23 00:00:00,"COLONNADE RD at PRINCE OF WALES DR, Ottawa, ON, Canada",COLONNADE RD,PRINCE OF WALES DR,,,,,,,,,
020186713,2002-08-23 00:00:00,"BORTHWICK AVE at MONTREAL RD, Ottawa, ON, Canada",BORTHWICK AVE,MONTREAL RD,,,,,,,,,
020185831,2002-08-22 00:00:00,"ALTA VISTA DR at SMYTH RD, Ottawa, ON, Canada",ALTA VISTA DR,SMYTH RD,,,,,,,,,
020186214,2002-08-22 00:00:00,"GLADSTONE AVE at PRESTON ST, Ottawa, ON, Canada",GLADSTONE AVE,PRESTON ST,,,,,,,,,
020184926,2002-08-21 00:00:00,"BANK ST at RIVERDALE AVE, Ottawa, ON, Canada",BANK ST,RIVERDALE AVE,,,,,,,,,
020185996,2002-08-21 00:00:00,"ALBERT ST at BRONSON AVE, Ottawa, ON, Canada",ALBERT ST,BRONSON AVE,,,,,,,,,
020184153,2002-08-20 00:00:00,"MEADOWLANDS DR at DEBRA AVE, Ottawa, ON, Canada",MEADOWLANDS DR,DEBRA AVE,PRINCE OF WALES DR,,,,,,,,
020182901,2002-08-18 00:00:00,"FISHER AVE at SHILLINGTON AVE, Ottawa, ON, Canada",FISHER AVE,SHILLINGTON AVE,,,,,,,,,
020183052,2002-08-18 00:00:00,"RIDGEWOOD AVE at DUPONT ST, Ottawa, ON, Canada",RIDGEWOOD AVE,DUPONT ST,RIVERSIDE DR,,,,,,,,
020181790,2002-08-17 00:00:00,"BANK ST at CHAMBERLAIN AVE N, Ottawa, ON, Canada",BANK ST,CHAMBERLAIN AVE N,,,,,,,,,
020180771,2002-08-16 00:00:00,"BRONSON AVE at FLORENCE ST, Ottawa, ON, Canada",BRONSON AVE,FLORENCE ST,GLADSTONE AVE,,,,,,,,
020180822,2002-08-16 00:00:00,"MACDONALDCARTIER BR RNB- at MACDONALDCARTIER BR RNB-, Ottawa, ON, Canada",MACDONALDCARTIER BR RNB-,MACDONALDCARTIER BR RNB-,,,,,,,,,
020181135,2002-08-16 00:00:00,"BANK ST at ALBERT ST, Ottawa, ON, Canada",BANK ST,ALBERT ST,SLATER ST,,,,,,,,
020181290,2002-08-16 00:00:00,"POPLAR ST at ROCHESTER ST, Ottawa, ON, Canada",POPLAR ST,ROCHESTER ST,,,,,,,,,
020181572,2002-08-16 00:00:00,"PARKWAY (THE) at TERON RD, Ottawa, ON, Canada",PARKWAY (THE),TERON RD,,,,,,,,,
020179957,2002-08-15 00:00:00,"HOLLY ACRES RD at HWY 416 ACRES IC75R24, Ottawa, ON, Canada",HOLLY ACRES RD,HWY 416 ACRES IC75R24,,,,,,,,,
020180096,2002-08-15 00:00:00,"JOCKVALE RD at FABLE ST, Ottawa, ON, Canada",JOCKVALE RD,FABLE ST,LAMING ST,,,,,,,,
020180156,2002-08-15 00:00:00,"ALBION RD at D'AOUST AVE, Ottawa, ON, Canada",ALBION RD,D'AOUST AVE,,,,,,,,,
020179490,2002-08-14 00:00:00,"ARLINGTON AVE at BRONSON AVE, Ottawa, ON, Canada",ARLINGTON AVE,BRONSON AVE,,,,,,,,,
020177435,2002-08-12 00:00:00,"HOLLY ACRES RD at HWY 416 ACRES IC75R24, Ottawa, ON, Canada",HOLLY ACRES RD,HWY 416 ACRES IC75R24,,,,,,,,,
020177579,2002-08-12 00:00:00,"CONROY RD at WALKLEY RD, Ottawa, ON, Canada",CONROY RD,WALKLEY RD,,,,,,,,,
020177619,2002-08-12 00:00:00,"CARLING AVE at CARLINGWOOD SC, Ottawa, ON, Canada",CARLING AVE,CARLINGWOOD SC,,,,,,,,,
020177777,2002-08-12 00:00:00,"COLONEL BY DR at HAWTHORNE AVE, Ottawa, ON, Canada",COLONEL BY DR,HAWTHORNE AVE,,,,,,,,,
020176833,2002-08-11 00:00:00,"CITY PARK DR E at OGILVIE RD, Ottawa, ON, Canada",CITY PARK DR E,OGILVIE RD,,,,,,,,,
020177078,2002-08-11 00:00:00,"BREWER RD at BRONSON AVE, Ottawa, ON, Canada",BREWER RD,BRONSON AVE,,,,,,,,,
020176247,2002-08-10 00:00:00,"BRITTANY DR at ST. LAURENT BLVD, Ottawa, ON, Canada",BRITTANY DR,ST. LAURENT BLVD,,,,,,,,,
020175082,2002-08-09 00:00:00,"COVENTRY RD at JETFORM PARK STADIUM, Ottawa, ON, Canada",COVENTRY RD,JETFORM PARK STADIUM,LOLA ST,,,,,,,,
020175306,2002-08-09 00:00:00,"CRERAR AVE at FISHER AVE, Ottawa, ON, Canada",CRERAR AVE,FISHER AVE,,,,,,,,,
020175335,2002-08-09 00:00:00,"BANK ST at MCLEOD ST, Ottawa, ON, Canada",BANK ST,MCLEOD ST,,,,,,,,,
020175486,2002-08-09 00:00:00,"BERRIGAN DR at GREENBANK RD, Ottawa, ON, Canada",BERRIGAN DR,GREENBANK RD,,,,,,,,,
020174238,2002-08-08 00:00:00,"RESEARCH RD at UPLANDS DR, Ottawa, ON, Canada",RESEARCH RD,UPLANDS DR,,,,,,,,,
020174444,2002-08-08 00:00:00,"DES EPINETTES AVE at DUVAL LANE, Ottawa, ON, Canada",DES EPINETTES AVE,DUVAL LANE,PRESTWICK DR,,,,,,,,
020174455,2002-08-08 00:00:00,"ARLINGTON AVE at BRONSON AVE, Ottawa, ON, Canada",ARLINGTON AVE,BRONSON AVE,,,,,,,,,
020174563,2002-08-08 00:00:00,"BANK ST at CHAMBERLAIN AVE N, Ottawa, ON, Canada",BANK ST,CHAMBERLAIN AVE N,,,,,,,,,
020174697,2002-08-08 00:00:00,"BELMONT AVE N at RIVERDALE AVE, Ottawa, ON, Canada",BELMONT AVE N,RIVERDALE AVE,,,,,,,,,
020175332,2002-08-08 00:00:00,"BESSERER ST at NICHOLAS ST, Ottawa, ON, Canada",BESSERER ST,NICHOLAS ST,,,,,,,,,
020173724,2002-08-07 00:00:00,"ISLAND PARK DR at SCOTT ST, Ottawa, ON, Canada",ISLAND PARK DR,SCOTT ST,,,,,,,,,
020173774,2002-08-07 00:00:00,"DES PERES BLANCS AVE at LAVERGNE ST, Ottawa, ON, Canada",DES PERES BLANCS AVE,LAVERGNE ST,,,,,,,,,
020172409,2002-08-06 00:00:00,"PERCY ST at SOMERSET ST, Ottawa, ON, Canada",PERCY ST,SOMERSET ST,,,,,,,,,
020172584,2002-08-06 00:00:00,"GREATWOOD CRES at RICHVALE ST E, Ottawa, ON, Canada",GREATWOOD CRES,RICHVALE ST E,,,,,,,,,
020171826,2002-08-05 00:00:00,"BANK ST at BANK ST EXTENSION NB, Ottawa, ON, Canada",BANK ST,BANK ST EXTENSION NB,JOHNSTON RD,,,,,,,,
020171927,2002-08-05 00:00:00,"BROOKFIELD RD at RIVERSIDE DR, Ottawa, ON, Canada",BROOKFIELD RD,RIVERSIDE DR,,,,,,,,,
020172109,2002-08-05 00:00:00,"HWY 417 MAITLAND IC126R2 at MAITLAND AVE, Ottawa, ON, Canada",HWY 417 MAITLAND IC126R2,MAITLAND AVE,,,,,,,,,
020168652,2002-08-01 00:00:00,"OGILVIE RD at BLAIR RD, Ottawa, ON, Canada",OGILVIE RD,BLAIR RD,DUNHAM ST,,,,,,,,
020167991,2002-07-31 00:00:00,"BELL ST at PLYMOUTH ST, Ottawa, ON, Canada",BELL ST,PLYMOUTH ST,,,,,,,,,
020167044,2002-07-30 00:00:00,"X-INNES RD at X-BELCOURT BLVD, Ottawa, ON, Canada",X-INNES RD,X-BELCOURT BLVD,X-JEANNE D'ARC BLVD,,,,,,,,
020165636,2002-07-29 00:00:00,"ST. LAURENT BLVD at CLAREMONT DR, Ottawa, ON, Canada",ST. LAURENT BLVD,CLAREMONT DR,GLASGOW ST,,,,,,,,
020166050,2002-07-29 00:00:00,"HUNTCLUB RD at CONROY RD, Ottawa, ON, Canada",212 N OF HUNTCLUB RD,CONROY RD,,,,,,,,,
020165249,2002-07-28 00:00:00,"DUROCHER ST at MONTREAL RD, Ottawa, ON, Canada",DUROCHER ST,MONTREAL RD,,,,,,,,,
020164552,2002-07-27 00:00:00,"BANK ST at JOHNSTON RD, Ottawa, ON, Canada",BANK ST,JOHNSTON RD,,,,,,,,,
020162795,2002-07-25 00:00:00,"MCCARTHY RD at PLANTE DR W, Ottawa, ON, Canada",MCCARTHY RD,PLANTE DR W,SOUTHMORE DR,,,,,,,,
020162870,2002-07-25 00:00:00,"FITZGERALD RD at ROBERTSON RD, Ottawa, ON, Canada",FITZGERALD RD,ROBERTSON RD,,,,,,,,,
020161693,2002-07-24 00:00:00,"KENT ST at SOMERSET ST, Ottawa, ON, Canada",KENT ST,SOMERSET ST,,,,,,,,,
020161810,2002-07-24 00:00:00,"CARLING AVE at MAITLAND AVE, Ottawa, ON, Canada",CARLING AVE,MAITLAND AVE,,,,,,,,,
020160839,2002-07-23 00:00:00,"ROCHESTER ST at BALSAM ST, Ottawa, ON, Canada",ROCHESTER ST,BALSAM ST,GLADSTONE AVE,,,,,,,,
020160956,2002-07-23 00:00:00,"LAURIER AVE at METCALFE ST, Ottawa, ON, Canada",LAURIER AVE,METCALFE ST,O'CONNOR ST,,,,,,,,
020159797,2002-07-22 00:00:00,"HERON RD at BAYCREST DR, Ottawa, ON, Canada",HERON RD,BAYCREST DR,FINN CRT,,,,,,,,
020160325,2002-07-22 00:00:00,"CATHERINE ST at BAY ST, Ottawa, ON, Canada",CATHERINE ST,BAY ST,PERCY ST,,,,,,,,
020159096,2002-07-21 00:00:00,"MARGRAVE AVE at FOLISON ST, Ottawa, ON, Canada",MARGRAVE AVE,FOLISON ST,ZAIDAN DR,,,,,,,,
020159435,2002-07-21 00:00:00,"CLEARVIEW AVE at ISLAND PARK DR, Ottawa, ON, Canada",CLEARVIEW AVE,ISLAND PARK DR,,,,,,,,,
020157297,2002-07-19 00:00:00,"KING EDWARD AVE at ST. PATRICK ST, Ottawa, ON, Canada",KING EDWARD AVE,ST. PATRICK ST,,,,,,,,,
020156915,2002-07-18 00:00:00,"NOTRE DAME ST at ORLEANS BLVD, Ottawa, ON, Canada",NOTRE DAME ST,ORLEANS BLVD,,,,,,,,,
020155935,2002-07-17 00:00:00,"HAZELDEAN RD at 246 E OF CASTLEFRANK RD, Ottawa, ON, Canada",HAZELDEAN RD,246 E OF CASTLEFRANK RD,CARBROOKE ST,,,,,,,,
020154308,2002-07-15 00:00:00,"BASELINE RD at NAVAHO DR, Ottawa, ON, Canada",BASELINE RD,NAVAHO DR,,,,,,,,,
020154318,2002-07-15 00:00:00,"MERIVALE RD at VIEWMOUNT DR, Ottawa, ON, Canada",MERIVALE RD,VIEWMOUNT DR,,,,,,,,,
020154478,2002-07-15 00:00:00,"GLADSTONE AVE at BELL ST, Ottawa, ON, Canada",GLADSTONE AVE,BELL ST,LEBRETON ST,,,,,,,,
020152728,2002-07-13 00:00:00,"CUMMINGS AVE at MONTREAL RD, Ottawa, ON, Canada",CUMMINGS AVE,MONTREAL RD,,,,,,,,,
020151612,2002-07-12 00:00:00,"ARGYLE AVE at BANK ST, Ottawa, ON, Canada",ARGYLE AVE,BANK ST,,,,,,,,,
020150636,2002-07-11 00:00:00,"BRONSON AVE at HWY 417 BRONSON IC121AR5, Ottawa, ON, Canada",BRONSON AVE,HWY 417 BRONSON IC121AR5,,,,,,,,,
020149758,2002-07-10 00:00:00,"CARSON'S RD at MONTREAL RD, Ottawa, ON, Canada",CARSON'S RD,MONTREAL RD,,,,,,,,,
020149786,2002-07-10 00:00:00,"ALBERT ST at KENT ST N, Ottawa, ON, Canada",ALBERT ST,KENT ST N,LYON ST,,,,,,,,
020149811,2002-07-10 00:00:00,"CARLING AVE at SHERWOOD DR, Ottawa, ON, Canada",CARLING AVE,SHERWOOD DR,,,,,,,,,
020150064,2002-07-10 00:00:00,"MARCH RD at RICHARDSON SIDE RD, Ottawa, ON, Canada",MARCH RD,RICHARDSON SIDE RD,,,,,,,,,
020150081,2002-07-10 00:00:00,"BRONSON AVE at BRONSON AVE SB OFF RAMP, Ottawa, ON, Canada",BRONSON AVE,BRONSON AVE SB OFF RAMP,FINDLAY AVE,,,,,,,,
020150093,2002-07-10 00:00:00,"MCARTHUR AVE at ENFIELD AVE, Ottawa, ON, Canada",MCARTHUR AVE,ENFIELD AVE,VANIER PKWY,,,,,,,,
020150274,2002-07-10 00:00:00,"RIVERSIDE DR at RIVERSIDE DR RAMP 42A, Ottawa, ON, Canada",RIVERSIDE DR,RIVERSIDE DR RAMP 42A,,,,,,,,,
020149010,2002-07-09 00:00:00,"GREENBANK RD at MORRISON DR, Ottawa, ON, Canada",GREENBANK RD,MORRISON DR,,,,,,,,,
020149449,2002-07-09 00:00:00,"WALKLEY RD at THORNDALE DR, Ottawa, ON, Canada",WALKLEY RD,THORNDALE DR,WEXFORD WAY,,,,,,,,
