Time,Address,Injury level,Age,Sex,Safety equipment,Primary event,Severity
1997-07-29 21:13:00,"2 ST SW & 20 AV SW, Calgary, AB, Canada",MINOR INJURY,21,F,No helmet,Right angle,Injury
1997-07-29 15:30:00,"MACLEOD TR S & SPILLER RD SW, Calgary, AB, Canada",MAJOR INJURY,40,M,Helmet,"Sideswipe, same direction",Injury
1997-07-28 21:45:00,"14 ST NW & 24 AV NW, Calgary, AB, Canada",NO INJURY,0,M,Helmet,Struck object,Property damage
1997-07-28 20:15:00,"4310 38 ST NE, Calgary, AB, Canada",MINOR INJURY,43,F,Helmet,Struck object,Injury
1997-07-27 21:00:00,"74 DOVERCLIFFE WY SE, Calgary, AB, Canada",MINOR INJURY,9,M,Helmet,Struck object,Injury
1997-07-26 22:30:00,"14 AV SE & 38 ST SE, Calgary, AB, Canada",MINOR INJURY,15,M,Helmet,Struck object,Injury
1997-07-25 22:50:00,"52 ST SE & 54 AV SE, Calgary, AB, Canada",MINOR INJURY,24,M,Helmet,Struck object,Injury
1997-07-25 22:29:00,"1417 5 ST SW, Calgary, AB, Canada",MINOR INJURY,31,M,Helmet,Struck object,Injury
1997-07-24 20:00:00,"11 AV SW & 9 ST SW, Calgary, AB, Canada",MINOR INJURY,34,M,Helmet,Left turn across path,Injury
1997-07-24 14:20:00,"15 ST SW & 17 AV SW, Calgary, AB, Canada",MINOR INJURY,20,M,Helmet,Passing-right turn,Injury
1997-07-24 06:10:00,"BLACKFOOT TR SE & SOUTHLAND DR SE, Calgary, AB, Canada",MINOR INJURY,44,,No helmet,Right angle,Injury
1997-07-23 19:30:00,"3012 17 AV SE, Calgary, AB, Canada",MINOR INJURY,11,M,Helmet,Right angle,Injury
1997-07-23 16:57:00,"2 ST SW & 6 AV SW, Calgary, AB, Canada",NO INJURY,29,M,Helmet,Struck object,Property damage
1997-07-23 14:30:00,"36 ST NE & 5 AV NE, Calgary, AB, Canada",NO INJURY,18,M,Helmet,Right angle,Property damage
1997-07-23 13:30:00,"ELBOW DR SW & 32 AV SW, Calgary, AB, Canada",MINOR INJURY,15,F,Helmet,Struck object,Injury
1997-07-22 16:35:00,"FALCONRIDGE BV NE & MCKNIGHT BV NE, Calgary, AB, Canada",MINOR INJURY,12,M,Helmet,Right angle,Injury
1997-07-22 15:00:00,"108 3 AV SW, Calgary, AB, Canada",MINOR INJURY,16,F,No helmet,"Sideswipe, same direction",Injury
1997-07-22 13:35:00,"1100 KENSINGTON RD NW, Calgary, AB, Canada",MINOR INJURY,29,M,No helmet,Struck object,Injury
1997-07-22 12:00:00,"8 AV SW & 8 ST SW, Calgary, AB, Canada",MINOR INJURY,23,M,,Struck object,Injury
1997-07-22 11:20:00,"11 ST SW & 7 AV SW, Calgary, AB, Canada",NO INJURY,0,M,,Struck object,Property damage
1997-07-21 20:03:00,"14 AV SW & 9 ST SW, Calgary, AB, Canada",MINOR INJURY,7,F,Helmet,Right angle,Injury
1997-07-21 13:30:00,"5 ST NE & 8 AV NE, Calgary, AB, Canada",MINOR INJURY,10,M,No helmet,Struck object,Injury
1997-07-21 13:21:00,"901 64 AV NE, Calgary, AB, Canada",MAJOR INJURY,21,M,Helmet,Struck object,Injury
1997-07-19 21:00:00,"222 RIVERFRONT AV SW, Calgary, AB, Canada",NO INJURY,36,M,No helmet,Struck object,Property damage
1997-07-18 18:50:00,"18 ST NW & 24 AV NW, Calgary, AB, Canada",NO INJURY,8,F,Helmet,Struck object,Property damage
1997-07-17 11:00:00,"4 AV NE & 52 ST NE, Calgary, AB, Canada",NO INJURY,13,M,Helmet,Struck object,Property damage
1997-07-16 20:45:00,"MEMORIAL DR E & 4 ST NE, Calgary, AB, Canada",MINOR INJURY,57,M,Helmet,Struck object,Injury
1997-07-16 18:00:00,"6 ST SW & 8 AV SW, Calgary, AB, Canada",NO INJURY,29,M,No helmet,Struck object,Property damage
1997-07-16 16:50:00,"1096 ABBEYDALE DR NE, Calgary, AB, Canada",NO INJURY,12,M,Helmet,Struck object,Injury
1997-07-16 16:50:00,"1096 ABBEYDALE DR NE, Calgary, AB, Canada",MINOR INJURY,12,M,Helmet,Struck object,Injury
1997-07-16 07:50:00,"1 ST SW & 9 AV SW, Calgary, AB, Canada",MINOR INJURY,0,F,No helmet,Struck object,Injury
1997-07-14 15:00:00,"14 AV SW & 9 ST SW, Calgary, AB, Canada",NO INJURY,0,F,,Struck object,Property damage
1997-07-13 19:10:00,"117 GEORGIAN VI NE, Calgary, AB, Canada",NO INJURY,9,M,Helmet,Struck object,Property damage
1997-07-13 14:00:00,"MEMORIAL DR W & 19 ST NW, Calgary, AB, Canada",NO INJURY,34,M,Helmet,Right angle,Property damage
1997-07-13 13:25:00,"RUNDLEHORN DR NE & 32 AV NE, Calgary, AB, Canada",MINOR INJURY,10,M,Helmet,Struck object,Injury
1997-07-12 20:05:00,"10 ST SW & 12 AV SW, Calgary, AB, Canada",MINOR INJURY,33,M,Helmet,Struck object,Injury
1997-07-12 18:30:00,"1303 MARLYN WY NE, Calgary, AB, Canada",MINOR INJURY,9,M,Helmet,Struck object,Injury
1997-07-12 16:10:00,"CENTRE ST N & MEMORIAL DR N, Calgary, AB, Canada",UNKNOWN,0,M,,Struck object,Property damage
1997-07-11 19:05:00,"MACLEOD TR S & 25 AV SW, Calgary, AB, Canada",MINOR INJURY,19,M,Helmet,Struck object,Injury
1997-07-10 14:20:00,"FAIRMOUNT DR SE & HERITAGE DR SE, Calgary, AB, Canada",MINOR INJURY,12,F,Helmet,Passing-right turn,Injury
1997-07-09 14:27:00,"10 ST SW & 17 AV SW, Calgary, AB, Canada",MINOR INJURY,32,F,Helmet,Struck object,Injury
1997-07-08 18:00:00,"PALLISER DR SW & 24 ST SW, Calgary, AB, Canada",MINOR INJURY,13,M,Helmet,Struck object,Injury
1997-07-08 17:15:00,"33 ST SE & 33A AV SE, Calgary, AB, Canada",MINOR INJURY,7,M,Helmet,Right angle,Injury
1997-07-08 14:20:00,"4 AV SW & 9 ST SW, Calgary, AB, Canada",NO INJURY,19,M,Helmet,Right angle,Property damage
1997-07-07 13:35:00,"3444 CHIPPENDALE DR NW, Calgary, AB, Canada",MINOR INJURY,8,F,Helmet,Struck object,Injury
1997-07-07 07:00:00,"ELBOW DR SW & GLENMORE TR SW, Calgary, AB, Canada",NO INJURY,19,M,No helmet,Struck object,Property damage
1997-07-06 19:45:00,"QUEEN ALEXANDRA RD SE & QUEENSLAND DR SE, Calgary, AB, Canada",NO INJURY,10,M,No helmet,Struck object,Property damage
1997-07-06 13:40:00,"14 AV SE & 34 ST SE, Calgary, AB, Canada",MINOR INJURY,16,M,Helmet,Struck object,Injury
1997-07-06 11:45:00,"FAIRMOUNT DR SE & 92 AV SE, Calgary, AB, Canada",NO INJURY,15,M,Helmet,Struck object,Property damage
1997-07-05 19:25:00,"200 BARCLAY PR SW, Calgary, AB, Canada",MINOR INJURY,37,M,Helmet,"Sideswipe, same direction",Injury
1997-07-05 17:19:00,"17 AV SE & 49 ST SE, Calgary, AB, Canada",MINOR INJURY,22,M,Helmet,Right angle,Injury
1997-07-04 12:35:00,"5 ST SW & 8 AV SW, Calgary, AB, Canada",MINOR INJURY,25,M,,"Sideswipe, same direction",Injury
1997-07-04 10:55:00,"5 AV SW & 5 ST SW, Calgary, AB, Canada",MINOR INJURY,26,F,Helmet,Right angle,Injury
1997-07-04 06:35:00,"24 ST SW & 90 AV SW, Calgary, AB, Canada",NO INJURY,12,M,,Struck object,Property damage
1997-07-03 08:15:00,"MEMORIAL DR W & 3 ST NW, Calgary, AB, Canada",NO INJURY,24,M,Helmet,Struck object,Property damage
1997-07-03 07:24:00,"MCNEILL RD NE & 8 AV NE, Calgary, AB, Canada",MINOR INJURY,40,M,No helmet,Struck object,Injury
1997-07-03 06:55:00,"BOW TR SW & SARCEE TR SW, Calgary, AB, Canada",MAJOR INJURY,39,M,No helmet,Struck object,Injury
1997-06-28 20:35:00,"OAKMOOR DR SW & 24 ST SW, Calgary, AB, Canada",MINOR INJURY,19,M,Helmet,Struck object,Injury
1997-06-27 22:46:00,"718 17 AV SW, Calgary, AB, Canada",MINOR INJURY,26,M,Helmet,Passing-left turn,Injury
1997-06-26 17:00:00,"478 SILVERGROVE DR NW, Calgary, AB, Canada",NO INJURY,10,M,,Struck object,Property damage
1997-06-26 14:56:00,"17 AV SW & 9A ST SW, Calgary, AB, Canada",MINOR INJURY,29,M,No helmet,Struck object,Injury
1997-06-26 14:56:00,"17 AV SW & 9A ST SW, Calgary, AB, Canada",MINOR INJURY,21,M,Helmet,Struck object,Injury
1997-06-26 10:55:00,"SUNVALE DR SE & SUNVALE ME SE, Calgary, AB, Canada",MINOR INJURY,11,F,Helmet,Struck object,Injury
1997-06-26 10:40:00,"2002 24 AV NW, Calgary, AB, Canada",MINOR INJURY,19,M,No helmet,Struck object,Injury
1997-06-25 15:10:00,"BARLOW TR NE & MEMORIAL DR E, Calgary, AB, Canada",MINOR INJURY,29,M,No helmet,Struck object,Injury
1997-06-25 07:28:00,"MEMORIAL DR W & 5A ST NW, Calgary, AB, Canada",MINOR INJURY,40,M,Helmet,Struck object,Injury
1997-06-24 20:05:00,"19 ST NW & 8 AV NW, Calgary, AB, Canada",MINOR INJURY,39,F,,Right angle,Injury
1997-06-24 16:10:00,"OAKFIELD DR SW & 24 ST SW, Calgary, AB, Canada",NO INJURY,13,M,Helmet,Right angle,Property damage
1997-06-24 14:15:00,"5 ST SW & 8 AV SW, Calgary, AB, Canada",MINOR INJURY,26,F,,Rear end,Injury
1997-06-24 09:08:00,"4 AV SW & 5 ST SW, Calgary, AB, Canada",NO INJURY,39,M,Helmet,Struck object,Property damage
1997-06-23,"CENTRE ST S & 15 AV SE, Calgary, AB, Canada",MINOR INJURY,23,M,Helmet,Right angle,Injury
1997-06-23 18:00:00,"WHITEHAVEN CR NE & 40 ST NE, Calgary, AB, Canada",MINOR INJURY,8,M,,Right angle,Injury
1997-06-21 21:25:00,"OGDEN RD SE & 69 AV SE, Calgary, AB, Canada",MINOR INJURY,29,M,,Left turn across path,Injury
1997-06-20 17:00:00,"CENTRE ST S & 11 AV SE, Calgary, AB, Canada",NO INJURY,19,M,Helmet,Struck object,Property damage
1997-06-20 12:00:00,"4200 16 AV NW, Calgary, AB, Canada",NO INJURY,13,M,No helmet,Struck object,Property damage
1997-06-20 08:40:00,"5500 TEMPLE DR NE, Calgary, AB, Canada",MINOR INJURY,9,M,,Struck object,Injury
1997-06-18 18:15:00,"SUNBANK WY SE & SUNPARK DR SE, Calgary, AB, Canada",MINOR INJURY,10,M,,Struck object,Injury
1997-06-18 17:30:00,"14 ST NW & 21 AV NW, Calgary, AB, Canada",NO INJURY,13,M,Helmet,Struck object,Property damage
1997-06-18 12:00:00,"PALERMO WY SW & 19 ST SW, Calgary, AB, Canada",MINOR INJURY,13,M,No helmet,Struck object,Injury
1997-06-18 07:00:00,"BENTON DR NW & BRENNER DR NW, Calgary, AB, Canada",MINOR INJURY,18,M,No helmet,Struck object,Injury
1997-06-16 09:20:00,"VARSITY DR NW & VEGAS RD NW, Calgary, AB, Canada",MINOR INJURY,35,M,No helmet,Struck object,Injury
1997-06-16 07:36:00,"CENTRE ST N & 22 AV NE, Calgary, AB, Canada",NO INJURY,27,F,No helmet,Struck object,Property damage
1997-06-15 19:30:00,"3330 8 AV SW, Calgary, AB, Canada",NO INJURY,9,M,Helmet,Struck object,Property damage
1997-06-15 12:00:00,"138 QUEENSLAND DR SE, Calgary, AB, Canada",UNKNOWN,0,U,,Struck object,Property damage
1997-06-13 20:08:00,"17A ST SW & 26 AV SW, Calgary, AB, Canada",MINOR INJURY,16,M,Helmet,Struck object,Injury
1997-06-13 13:05:00,"12 AV SW & 15 ST SW, Calgary, AB, Canada",NO INJURY,29,F,Helmet,Struck object,Property damage
1997-06-13 09:40:00,"FALCHURCH RD NE & FALCONRIDGE DR NE, Calgary, AB, Canada",NO INJURY,10,M,,Struck object,Property damage
1997-06-12 15:20:00,"CROWCHILD TR NW & 5 AV NW, Calgary, AB, Canada",MINOR INJURY,26,M,Helmet,Struck object,Injury
1997-06-09 22:50:00,"16 AV NE & 36 ST NE, Calgary, AB, Canada",MINOR INJURY,42,M,No helmet,Struck object,Injury
1997-06-09 16:08:00,"ANDERSON RD SW & 14 ST SW, Calgary, AB, Canada",NO INJURY,16,M,,Struck object,Property damage
1997-06-09 15:00:00,"3424 48 ST NE, Calgary, AB, Canada",MINOR INJURY,15,M,,Struck object,Injury
1997-06-06 08:35:00,"14 AV SE & 44 ST SE, Calgary, AB, Canada",MINOR INJURY,15,M,Helmet,Struck object,Injury
1997-06-05 20:20:00,"8 WHITLOCK CL NE, Calgary, AB, Canada",MINOR INJURY,6,F,Helmet,Struck object,Injury
1997-06-05 17:04:00,"740 BRACEWOOD DR SW, Calgary, AB, Canada",MINOR INJURY,10,M,Helmet,Right angle,Injury
1997-06-04 16:15:00,"BRAESIDE DR SW & SOUTHLAND DR SW, Calgary, AB, Canada",MINOR INJURY,17,M,,Struck object,Injury
1997-06-04 15:15:00,"ROYAL AV SW & 8 ST SW, Calgary, AB, Canada",NO INJURY,20,M,No helmet,Struck object,Injury
1997-06-04 15:15:00,"6 AV SW & 7 AV SW, Calgary, AB, Canada",NO INJURY,30,M,Helmet,Struck object,Property damage
1997-06-04 13:45:00,"CANYON MEADOWS DR SW & MACLEOD TR S, Calgary, AB, Canada",MINOR INJURY,54,M,Helmet,Struck object,Injury
1997-06-03 08:00:00,"4502 4A ST SW, Calgary, AB, Canada",MINOR INJURY,0,,Helmet,Struck object,Injury
1997-06-02,"BOW TR SW & 37 ST SW, Calgary, AB, Canada",MINOR INJURY,19,M,Helmet,Struck object,Injury
1997-06-01 10:12:00,"SOUTHLAND DR SW & 14 ST SW, Calgary, AB, Canada",MINOR INJURY,14,M,Helmet,Right angle,Injury
1997-05-30 18:12:00,"2 ST NE & 32 AV NE, Calgary, AB, Canada",MINOR INJURY,12,M,Helmet,Struck object,Injury
1997-05-30 15:45:00,"2 ST SW at 5 AV SW, Calgary, AB, Canada",MINOR INJURY,25,F,No helmet,Struck object,Injury
1997-05-28 18:27:00,"14 AV NW & 20A ST NW, Calgary, AB, Canada",MINOR INJURY,55,M,No helmet,Struck object,Injury
1997-05-28 12:55:00,"34 AV SW & 7A ST SW, Calgary, AB, Canada",MINOR INJURY,15,M,Helmet,Head on,Injury
1997-05-28 07:58:00,"25 AV SW & 4 ST SW, Calgary, AB, Canada",MINOR INJURY,16,M,Helmet,Struck object,Injury
1997-05-20 08:25:00,"19 AV SE & 34 ST SE, Calgary, AB, Canada",MINOR INJURY,13,M,Helmet,Struck object,Injury
1997-05-17 02:11:00,"1 AV NE & 6A ST NE, Calgary, AB, Canada",MAJOR INJURY,37,M,Helmet,Struck object,Injury
1997-05-16 18:00:00,"124 FALCONRIDGE CL NE, Calgary, AB, Canada",NO INJURY,13,M,,Struck object,Property damage
1997-05-16 16:36:00,"OGDEN RD SE & 76 AV SE, Calgary, AB, Canada",MINOR INJURY,9,M,No helmet,Right angle,Injury
1997-05-15 20:12:00,"26 AV SE & 36 ST SE, Calgary, AB, Canada",MINOR INJURY,12,F,Helmet,Struck object,Injury
1997-05-15 03:00:00,"BLACKFOOT TR SE & HERITAGE DR SE, Calgary, AB, Canada",MINOR INJURY,26,M,No helmet,Right angle,Injury
1997-05-14 19:55:00,"5 ST SW & 75 AV SW, Calgary, AB, Canada",MINOR INJURY,8,F,Helmet,Struck object,Injury
1997-05-14 10:45:00,"ELBOW DR SW & 56 AV SW, Calgary, AB, Canada",NO INJURY,26,M,Helmet,Right angle,Property damage
1997-05-13 12:10:00,"MIDLAKE BV SE & MIDPARK BV SE, Calgary, AB, Canada",MAJOR INJURY,9,F,Helmet,Struck object,Injury
1997-05-12 19:54:00,"14 ST SW & 16 AV SW, Calgary, AB, Canada",MINOR INJURY,35,M,,Struck object,Injury
1997-05-09 16:45:00,"5 AV SW at 3 ST SW, Calgary, AB, Canada",NO INJURY,18,M,Helmet,Struck object,Injury
1997-05-09 11:10:00,"1 ST SW & 7 AV SW, Calgary, AB, Canada",MINOR INJURY,21,M,No helmet,Struck object,Injury
1997-05-08 19:25:00,"1 ST SW & 12 AV SW, Calgary, AB, Canada",MINOR INJURY,40,M,Helmet,Off road left,Injury
1997-05-08 18:18:00,"BARLOW TR SE & 72 AV SE, Calgary, AB, Canada",MINOR INJURY,30,M,No helmet,Rear end,Injury
1997-05-08 18:18:00,"BARLOW TR SE & 72 AV SE, Calgary, AB, Canada",MINOR INJURY,25,M,No helmet,Rear end,Injury
1997-05-08 15:45:00,"4531 7 AV SE, Calgary, AB, Canada",MINOR INJURY,4,M,Helmet,Struck object,Injury
1997-05-08 09:30:00,"10 ST SW & 7 AV SW, Calgary, AB, Canada",NO INJURY,25,M,Helmet,Struck object,Property damage
1997-05-08 07:42:00,"DEERFOOT TR SE & MEMORIAL DR E, Calgary, AB, Canada",MAJOR INJURY,18,M,No helmet,Struck object,Injury
1997-05-07 16:15:00,"2231 LONGRIDGE DR SW, Calgary, AB, Canada",MAJOR INJURY,38,M,No helmet,Struck object,Injury
1997-05-06 16:45:00,"LIONEL CR SW & 66 AV SW, Calgary, AB, Canada",MINOR INJURY,0,M,No helmet,Struck object,Injury
1997-05-06 11:40:00,"4 ST SW & 8 AV SW, Calgary, AB, Canada",NO INJURY,22,M,No helmet,Left turn across path,Property damage
1997-05-04 17:10:00,"DOVER RIDGE DR SE & 36 ST SE, Calgary, AB, Canada",MINOR INJURY,5,M,No helmet,Struck object,Injury
1997-05-02 08:30:00,"116 MACEWAN PARK RD NW, Calgary, AB, Canada",MINOR INJURY,9,M,No helmet,Struck object,Injury
1997-04-30 15:15:00,"26 AV SW & 4 ST SW, Calgary, AB, Canada",NO INJURY,17,F,No helmet,Struck object,Property damage
1997-04-29 07:30:00,"16 AV NE & 19 ST NE, Calgary, AB, Canada",MINOR INJURY,14,M,Helmet,Right angle,Injury
1997-04-28 08:05:00,"HUNTS CR NW & 64 AV NW, Calgary, AB, Canada",MINOR INJURY,14,M,Helmet,Struck object,Injury
1997-04-26 14:41:00,"17 AV SE & 48 ST SE, Calgary, AB, Canada",MINOR INJURY,12,M,Helmet,Struck object,Injury
1997-04-25 07:35:00,"ELBOW DR SW & 89 AV SW, Calgary, AB, Canada",MINOR INJURY,28,M,Helmet,Right angle,Injury
1997-04-21 14:05:00,"530 8 AV SW, Calgary, AB, Canada",NO INJURY,22,M,No helmet,Struck object,Property damage
1997-04-18 16:20:00,"839 19 ST NE, Calgary, AB, Canada",MINOR INJURY,8,M,Helmet,Struck object,Injury
1997-04-18 07:45:00,"1 ST SE & 6 AV SE, Calgary, AB, Canada",NO INJURY,22,M,Helmet,Rear end,Property damage
1997-04-16 17:00:00,"4715 16 AV NW, Calgary, AB, Canada",NO INJURY,25,M,No helmet,,Property damage
1997-04-15 18:35:00,"42 ST SE & 5A AV SE, Calgary, AB, Canada",MINOR INJURY,16,M,Helmet,Struck object,Injury
1997-04-11 12:00:00,"2 ST SW & 3 AV SW, Calgary, AB, Canada",MINOR INJURY,20,F,No helmet,Struck object,Injury
1997-04-08 21:00:00,"222 16 AV NW, Calgary, AB, Canada",NO INJURY,0,M,,Right angle,Property damage
1997-04-04 22:55:00,"CHARLESWOOD DR NW & CROWCHILD TR NW, Calgary, AB, Canada",MINOR INJURY,34,M,Helmet,Right angle,Injury
1997-04-03 11:30:00,"321 10 AV SW, Calgary, AB, Canada",MINOR INJURY,33,M,Helmet,,Injury
1997-04-01 18:15:00,"ERIN GREEN WY SE & ERIN WOODS DR SE, Calgary, AB, Canada",MINOR INJURY,6,M,Helmet,Struck object,Injury
1997-04-01 16:30:00,"14 ST SE & 9 AV SE, Calgary, AB, Canada",MINOR INJURY,28,M,Helmet,Right angle,Injury
1997-03-31 16:09:00,"120 10 AV SW, Calgary, AB, Canada",MINOR INJURY,22,F,Helmet,Struck object,Injury
1997-03-27 11:15:00,"220 4 AV SW, Calgary, AB, Canada",MINOR INJURY,28,M,No helmet,Struck object,Injury
1997-03-24 16:25:00,"HERITAGE DR SW & 10 ST SW, Calgary, AB, Canada",MINOR INJURY,17,M,Helmet,Right angle,Injury
1997-03-24 11:30:00,"3736 37 ST SW, Calgary, AB, Canada",MINOR INJURY,40,F,Helmet,Struck object,Injury
1997-03-22 11:45:00,"6 AV SW & 8 ST SW, Calgary, AB, Canada",MAJOR INJURY,18,M,No helmet,Struck object,Injury
1997-03-09 16:24:00,"26 AV SE & 38 ST SE, Calgary, AB, Canada",MINOR INJURY,7,F,Helmet,Struck object,Injury
1997-03-09 05:40:00,"23 ST NE & 27 AV NE, Calgary, AB, Canada",MINOR INJURY,19,M,Helmet,Struck object,Injury
1997-02-12 10:40:00,"220 4 AV SW, Calgary, AB, Canada",MINOR INJURY,25,M,Helmet,,Injury
1997-02-07 07:40:00,"1 ST SW & 7 AV SW, Calgary, AB, Canada",MINOR INJURY,20,F,No helmet,Struck object,Injury
1997-02-04 11:00:00,"4 AV SW & 4 ST SW, Calgary, AB, Canada",MINOR INJURY,29,M,Helmet,Struck object,Injury
1997-02-03 07:20:00,"SAIT WY NW & 10 ST NW, Calgary, AB, Canada",MINOR INJURY,43,M,No helmet,Struck object,Injury
1997-01-30 11:18:00,"736 6 AV SW, Calgary, AB, Canada",NO INJURY,22,F,Helmet,Struck object,Property damage
1997-01-21 09:00:00,"7 AV SW & 7 ST SW, Calgary, AB, Canada",MINOR INJURY,26,M,Helmet,Struck object,Injury
1997-01-14 17:03:00,"CENTRE ST S & 11 AV SE, Calgary, AB, Canada",NO INJURY,29,M,No helmet,Struck object,Property damage
1996-12-17 18:50:00,"CAROL DR NW & NORTHMOUNT DR NW, Calgary, AB, Canada",MINOR INJURY,14,F,Helmet,Struck object,Injury
1996-12-13 09:10:00,"1 ST SE & 11 AV SE, Calgary, AB, Canada",NO INJURY,23,M,,Struck object,Property damage
1996-12-10 09:30:00,"4 AV SW & 5 ST SW, Calgary, AB, Canada",MINOR INJURY,21,M,No helmet,Struck object,Injury
1996-12-01 18:19:00,"10121 BARLOW TR NE, Calgary, AB, Canada",DEATH,32,M,No helmet,Struck object,Fatal
1996-12-01 15:00:00,"6455 MACLEOD TR S, Calgary, AB, Canada",NO INJURY,20,M,No helmet,Struck object,Property damage
1996-11-28 11:08:00,"11 ST SW & 8 AV SW, Calgary, AB, Canada",MINOR INJURY,42,M,No helmet,Rear end,Injury
1996-11-22 13:20:00,"620 7 AV SE, Calgary, AB, Canada",NO INJURY,21,M,No helmet,Struck object,Property damage
1996-11-08 17:10:00,"KENSINGTON RD NW & 14 ST NW, Calgary, AB, Canada",MINOR INJURY,34,M,No helmet,Struck object,Injury
1996-11-08 14:40:00,"302 3 AV SW, Calgary, AB, Canada",NO INJURY,28,M,Helmet,Struck object,Property damage
1996-11-08 08:17:00,"12 ST SW & 17 AV SW, Calgary, AB, Canada",MINOR INJURY,12,F,Helmet,Struck object,Injury
1996-11-06 10:30:00,"2036 20 AV SW, Calgary, AB, Canada",MINOR INJURY,6,M,Helmet,Struck object,Injury
1996-10-28 16:30:00,"220 4 AV SW, Calgary, AB, Canada",MINOR INJURY,27,M,No helmet,,Injury
1996-10-27 13:00:00,"CENTRE ST N & 17 AV NE, Calgary, AB, Canada",MINOR INJURY,10,F,Helmet,Struck object,Injury
1996-10-23 16:25:00,"1 ST SE & 11 AV SE, Calgary, AB, Canada",MINOR INJURY,44,F,Helmet,Struck object,Injury
1996-10-22 09:00:00,"UNIVERSITY DR NW & 24 AV NW, Calgary, AB, Canada",MINOR INJURY,0,M,No helmet,Struck object,Injury
1996-10-20 14:50:00,"MACLEOD TR S & 94 AV SW, Calgary, AB, Canada",NO INJURY,12,M,,Right angle,Property damage
1996-10-17 11:30:00,"6600 CENTRE ST N, Calgary, AB, Canada",MINOR INJURY,35,M,Helmet,Struck object,Injury
1996-10-16 21:07:00,"10 ST SW & 15 AV SW, Calgary, AB, Canada",MINOR INJURY,31,M,Helmet,Left turn across path,Injury
1996-10-16 17:10:00,"1A ST SW & 58 AV SW, Calgary, AB, Canada",MINOR INJURY,27,M,No helmet,Struck object,Injury
1996-10-16 16:21:00,"OGDEN RD SE & 15A ST SE, Calgary, AB, Canada",MAJOR INJURY,52,M,Helmet,Struck object,Injury
1996-10-16 13:00:00,"6 AV SW at 2 ST SW, Calgary, AB, Canada",MINOR INJURY,23,M,,Struck object,Injury
1996-10-15 17:00:00,"HOSPITAL DR NW & 29 ST NW, Calgary, AB, Canada",MINOR INJURY,35,F,,Right angle,Injury
1996-10-15 16:30:00,"PENSACOLA CR SE & 14 AV SE, Calgary, AB, Canada",MINOR INJURY,12,M,Helmet,Struck object,Injury
1996-10-15 08:30:00,"FALSHIRE DR NE & FALTON DR NE, Calgary, AB, Canada",MINOR INJURY,14,M,,Struck object,Injury
1996-10-14 13:21:00,"CROWCHILD TR NW & 53 ST NW, Calgary, AB, Canada",MINOR INJURY,46,M,No helmet,Struck object,Injury
1996-10-10 20:50:00,"14 AV SW & 4 ST SW, Calgary, AB, Canada",MAJOR INJURY,23,M,Helmet,Struck object,Injury
1996-10-10 18:05:00,"24 ST SW & 90 AV SW, Calgary, AB, Canada",MINOR INJURY,18,F,Helmet,Struck object,Injury
1996-10-10 07:15:00,"3 ST SW & 6 AV SW, Calgary, AB, Canada",NO INJURY,26,M,,Struck object,Injury
1996-10-08 18:40:00,"11 ST SW & 4 AV SW, Calgary, AB, Canada",NO INJURY,20,M,No helmet,Struck object,Property damage
1996-10-08 12:30:00,"300 5 AV SW, Calgary, AB, Canada",NO INJURY,26,M,,Struck object,Property damage
1996-10-07 17:00:00,"2100 27 AV NE, Calgary, AB, Canada",NO INJURY,20,M,No helmet,Struck object,Property damage
1996-10-07 13:15:00,"1015 11 AV SW, Calgary, AB, Canada",NO INJURY,0,M,No helmet,Struck object,Property damage
1996-10-06 19:10:00,"BARLOW TR SE & GLENMORE TR SE, Calgary, AB, Canada",MAJOR INJURY,24,M,Helmet,Struck object,Injury
1996-10-05 13:00:00,"MACLEOD TR S & 50 AV SW, Calgary, AB, Canada",MINOR INJURY,0,M,Helmet,Right angle,Injury
1996-10-04 14:00:00,"40 RADCLIFFE CR SE, Calgary, AB, Canada",NO INJURY,0,M,Helmet,Struck object,Property damage
1996-10-01 16:00:00,"20 ST SW & 33 AV SW, Calgary, AB, Canada",MINOR INJURY,48,F,No helmet,Struck object,Injury
1996-10-01 07:20:00,"EDMONTON TR NE & MEMORIAL DR E, Calgary, AB, Canada",MINOR INJURY,28,F,Helmet,Struck object,Injury
1996-09-30 07:42:00,"10 ST NE & 4 AV NE, Calgary, AB, Canada",MINOR INJURY,28,M,Helmet,Struck object,Injury
1996-09-29 16:52:00,"PENWORTH DR SE & 1 AV SE, Calgary, AB, Canada",NO INJURY,12,M,Helmet,Struck object,Property damage
1996-09-28 17:28:00,"29 AV NW & 4 ST NW, Calgary, AB, Canada",MINOR INJURY,11,F,Helmet,Struck object,Injury
1996-09-27 15:40:00,"16 ST SW & 34 AV SW, Calgary, AB, Canada",MINOR INJURY,11,M,Helmet,Struck object,Injury
1996-09-26 17:15:00,"2131 33 AV SW, Calgary, AB, Canada",NO INJURY,33,M,Helmet,Struck object,Property damage
1996-09-24 16:00:00,"16 AV NW at 18 ST NW, Calgary, AB, Canada",MINOR INJURY,18,M,Helmet,Struck object,Injury
1996-09-23 08:10:00,"26 AV SE & 36 ST SE, Calgary, AB, Canada",NO INJURY,13,M,Helmet,Struck object,Property damage
1996-09-21 23:50:00,"BARLOW TR SE & 3 AV SE, Calgary, AB, Canada",MINOR INJURY,36,M,Helmet,Right angle,Injury
